LPA Number,Borough,Valid date,Status,Application type,Description,Site name,Site number,Street name,Locality,Postcode,Actual commencement date,Actual completion date,Total number of proposed residential units,Total number of existing residential units,Units Proposed,Units Lost,Net Units,Total units with commencement date,Toal units with completion date,Decision,Decision date,Appeal decision,Appeal decision date,URL planning application
20/06141/FULL,Westminster,09/10/2020,Approved,All Other,"Demolition of part of 205 Edgware Road; use of first floor as 3 x 2 bedroom residential units (Class C3); re-configuration of access space to provide access from St Michael's Street; bike store with 6 spaces and bin storage; changes to fenestration on elevation facing St Michael's Street and rebuilding of external door area on St Michael's Street, and associated changes to fenestration to rear of building.",,199,Edgware Road,,W2 1ES,,,,,3,0,3,,,Approved,04/03/2021,,,
20/07708/FULL,Westminster,02/12/2020,Approved,All Other,"Demolition of the existing building and redevelopment comprising erection of two 3-bed dwellings (Class C3) of basement, ground, first and mansard roof levels with roof lights at main roof level. Rear terrace at first floor level with lightwell, two AC units and timber screening.",,74,Kinnerton Street,,SW1X 8ER,,,,,2,2,0,,,Approved,26/01/2021,,,
20/07493/FULL,Westminster,24/11/2020,Approved,All Other,"Amalgamation of two flats into one dwelling (Class C3), including internal reconfiguration and removal of non-historic staircase, within 139 and 141 Cleveland Street, enlargement of a window at front lightwell and associated works. [SITE INCLUDES 141 CLEVELAND STREET].",,139,Cleveland Street,,W1T 6QF,,,,,1,2,-1,,,Approved,21/01/2021,,,
20/06697/GPDO,London Borough of Croydon,29/12/2020,Approved,Prior Approval,Part change of use of the ground floor from retail (E(a) - previously Class A1) to 1 x 1 bedroom flat and associated works,,156,Cherry Orchard Road,,CR0 6BB,,,,,1,0,1,,,Approved,23/02/2021,,,
20/03218/GPDO,London Borough of Croydon,22/07/2020,Approved,Prior Approval,Alterations and change of use of ground floor Shop (A1) to Residential (C3) flat.,,347,Whitehorse Road,,CR0 2HS,,,,,1,0,1,,,Approved,16/09/2020,,,
20/01174/LDCP,Bexley,27/05/2020,Approved,All Other,Lawful Development Certificate (Proposed) for change of use from residential dwelling (Class C3(a)) to use for supported living for upto 5 persons with learning disabilities or mental health problems (Class C3(B)).,,31,Poplar Mount,,DA17 6DL,,,,,0,1,-1,,,Approved,20/07/2020,,,
20/02052/CLE,London Borough of Newham,02/10/2020,Approved,All Other,Application for a lawful development certificate for the existing use of 2 flats.,,25,Thackeray Road,East Ham,E6 3BN,,,,,2,0,2,,,Approved,26/11/2020,,,
20/04935/FULL,Westminster,14/08/2020,Approved,All Other,"Alterations and extensions including rear extension at lower ground floor level, raising of parapet at first floor level, replacement of fourth floor level with new mansard roof which includes a sunken roof terrace, installation of mechanical plant within acoustic enclosures on rear flat roof at first floor level and at main roof level, all in connection with the use of the building as three residential flats.",,5,Eaton Place,,SW1X 8BN,,,,,1,2,-1,,,Approved,31/03/2021,,,
20/06405/FULL,Westminster,14/10/2020,Approved,All Other,Use of the first floor (Suite 3) to provide one 3-bed residential flat (Class C3).,Unit 3 Part First Floor 11-13 Broad Court London WC2B 5QZ,,,,,,,,,1,0,1,,,Approved,09/12/2020,,,
20/03669/FULL,Westminster,16/06/2020,Approved,All Other,Replacement of existing extension at rear lower ground floor level with two storey extension at rear lower ground and ground floor level; extension to existing closet wing at rear second/third floor half landing level; mansard roof extension with rear terrace; new staircase to front lightwell; all in connection with use as two residential flats (Class C3).,,56,Winchester Street,,SW1V 4NH,,,,,2,1,1,,,Approved,29/09/2020,,,
20/AP/0660,London Borough of Southwark,05/03/2020,Approved,All Other,"Certificate of Lawfulness (existing) for the change of use from Use Class B1 (at first floor level) Work/live, to use class C3 residential unit with no external alterations.",Unit 2EThe Chandlery50 Westminster Bridge RoadLondonSouthwarkSE1 7QY,,,,,,,,,1,0,1,,,Approved,29/04/2020,,,
20/04713/FULL,Westminster,26/07/2020,Approved,All Other,Use of first floor as two residential units (Class C3) with associated alterations to windows.,Basement To First Floor,"28, 32",Westbourne Grove,,W2 5RH,,,,,2,0,2,,,Approved,07/09/2020,,,
20/02789/CLE,London Borough of Newham,15/12/2020,Approved,All Other,"Application for a lawful development certificate for the existing use of a self-contained unit on the first floor "Flat 3" at 4 Norwich Road, Forest Gate, London, E7 9JH.",,4,Norwich Road,Forest Gate,E7 9JH,,,,,1,0,1,,,Approved,09/02/2021,,,
21/00336/CLE,London Borough of Newham,10/02/2021,Approved,All Other,Application for a Lawful Development Certificate for the existing use of 2 self contained flats.,,110,St Stephens Road,East Ham,E6 1AT,,,,,2,1,1,,,Approved,04/03/2021,,,
20/AP/0423,London Borough of Southwark,10/03/2020,Approved,All Other,Certificate of lawfulness for the continued use as 3 x self-contained flats,,43,Upland Road,,,,,,,3,0,3,,,Approved,05/05/2020,,,
20/04785/FULL,Westminster,29/07/2020,Approved,All Other,Use of building as a single dwellinghouse (Class C3); excavation of a basement extension under house and part of rear garden; installation of replacement windows and doors; alterations to front forecourt including new garage entrance; alteration and extension to side extensions; alterations to rear lower ground floor terrace; and erection of lift overrun at roof level.,,99,Hamilton Terrace,,NW8 9QY,,,,,1,5,-4,,,Approved,23/09/2020,,,
20/02792/CLE,London Borough of Newham,15/12/2020,Approved,All Other,"Application for a lawful development certificate for the existing use of a self-contained unit on the first floor "Flat 6" at 4 Norwich RoadForest Gate, London, E7 9JH.",,4,Norwich Road,Forest Gate,E7 9JH,,,,,1,0,1,,,Approved,09/02/2021,,,
20/01959/CLP,London Borough of Newham,10/09/2020,Approved,All Other,Application for a lawful development certificate for the proposed change of use from C3 (Residential Dwelling) to C3(b) (Children Home).,,4,New City Road,Plaistow,E13 9LL,,,,,0,1,-1,,,Approved,05/11/2020,,,
21/00165/PLUD,Bromley,06/01/2021,Approved,All Other,"Lawful Development Certificate (Proposed) for internal alterations associated with the conversion of the first floor (Use Class A2) into one person studio flat (Use Class C3) under Class G, Schedule 2, Part 3 of the General Permitted Development Order 2015",,6,Chancery Lane,,BR3 6NR,,,,,1,0,1,,,Approved,17/03/2021,,,
20/AP/2892,London Borough of Southwark,06/10/2020,Approved,Prior Approval,Prior approval notification for the change of use of rear workshop from (ancillary to) A1 to a residential dwelling house (C3 use class),,207,Camberwell New Road,,,,,,,1,0,1,,,Approved,30/11/2020,,,
20/02126/CLE,London Borough of Newham,28/09/2020,Approved,All Other,Application for a lawful development certificate for the existing use as separate ground floor flat and separate first floor flat.,,62,Sprowston Mews,Forest Gate,E7 9AE,,,,,2,0,2,,,Approved,06/11/2020,,,
20/06007/FULL,Westminster,25/09/2020,Approved,All Other,Use of property as a single family dwelling house.,,20,Artesian Road,,W2 5AR,,,,,1,2,-1,,,Approved,05/11/2020,,,
20/06388/FULL,Westminster,22/10/2020,Approved,All Other,"Amalgamation of 2-4 Old Queen Street and 6 Old Queen Street; erection of infill extension at rear first and second floor level, roof extension with front dormer and lift overrun at fourth level to 6 Old Queen Street; alterations to rear fenestration; new rooflight; new shopfronts; and rationalisation and installation of new plant and air condenser units; all in connection with the use of the ground floor as a café and office entrance, first, second and part third floors as office and third and fourth floor as one residential unit. (Site includes 6 Old Queen Street)",,"2, 4",Old Queen Street,,SW1H 9HP,,,,,1,1,0,,,Approved,23/12/2020,,,
20/02706/CLE,London Borough of Newham,17/12/2020,Approved,All Other,Application for a lawful development certificate for the existing use of 2 self-contained flats,,41,Chobham Road,Stratford,E15 1LU,,,,,2,0,2,,,Approved,29/01/2021,,,
20/01126/PAR2R,Royal Borough of Kingston (LA Code),18/05/2020,Approved,Prior Approval,Change of use from Retail (Class A1) to Dwelling (Class C3),,1A,Alric Avenue,,KT3 4JL,,,,,1,0,1,,,Approved,13/07/2020,,,
21/00034/FULL,Westminster,07/01/2021,Approved,All Other,"Demolition behind retained mews facade and alterations and extensions including second floor mansard roof extension, single storey ground floor rear extension, replacement of ground floor link between 5 Belgrave Mews North and 5 Belgrave Square, excavation of basement beneath footprint of mews, and installation of air conditioning units within acoustic enclosures at rear first floor level.",,5,Belgrave Mews North,,SW1X 8RS,,,,,1,1,0,,,Approved,01/04/2021,,,
20/01347/FULL,Westminster,26/03/2020,Approved,All Other,"Erection of rear extensions at first, second and third floors, incorporating terraces to the rear and construction of a mansard roof extensions in connection with the creation 2 new flats above the existing retail unit and reconfiguration of existing flats.",,363,Edgware Road,,W2 1BS,,,,,2,0,2,,,Approved,26/06/2020,,,
21/00164/CLE,London Borough of Newham,21/01/2021,Approved,All Other,Application for a Lawful Development Certificate for the existing use of two self-contained flats. (45 and 45a Springfield Road),,45,Springfield Road,East Ham,E6 2AH,,,,,2,1,1,,,Approved,18/03/2021,,,
20/05871/FULL,Westminster,18/09/2020,Approved,All Other,"Erection of a mansard roof extension at fourth and fifth floor level, to create two additional residential units (Class C3) (1 x 1-bed and 1 x studio) with associated balcony and fire escape. Installation of replacement shopfront and renewal of ducting to the rear for the existing restaurant A3 unit at ground and basement levels.",,4,Denman Street,,W1D 7HD,,,,,2,0,2,,,Approved,05/11/2020,,,
20/06418/FULL,Westminster,15/10/2020,Approved,All Other,"Use of the ground floor as residential (Class C3), installation of new and replacement rooflights, replacement windows to front elevation, replacement roof tiles, new entrance door and garage doors and installation of bin store and repairs.",,16,Devonshire Close,,W1G 7BB,,,,,1,0,1,,,Approved,21/01/2021,,,
19/P3310,Merton,10/09/2019,Allowed,All Other,DEMOLITION OF EXISTING DWELLING HOUSE AND ERECTION OF NEW TWO STOREY DWELLING HOUSE,,111,Home Park Road,Wimbledon,SW19 7HT,,,,,1,1,0,,,,,,,http://planning.merton.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=19/P3310
20/02342/CLE,London Borough of Newham,11/11/2020,Approved,All Other,Application for a Lawful Development Certificate for the existing use of two separate self-contained flats.,,5,Herbert Road,Manor Park,E12 6AY,,,,,2,0,2,,,Approved,17/12/2020,,,
19/07344/FULL,Westminster,23/09/2019,Approved,All Other,"Demolition of existing rear extension, excavation of basement under property including front lightwell and vault, erection of a basement and ground floor rear extension, alterations to the ground floor front elevation in connection with conversion of property into one 3 bed unit and one 2 bed unit.",,94,Horseferry Road,,SW1P 2EE,,,,,2,2,0,,,Approved,17/08/2020,,,
20/04356/FULL,Westminster,11/07/2020,Approved,All Other,"Construction of an extension to rear of 5-7 Sutherland Avenue at part first/part second floor level, change of use of first and second floor flat and reconfiguration of existing third floor HMO of 7 Sutherland Avenue to provide a total 13 HMO rooms (sui generis use). Creation of cycle and waste storage at ground floor level off Foscote Mews.",,7,Sutherland Avenue,,W9 2HE,,,,,0,1,-1,,,Approved,06/01/2021,,,
20/02788/CLE,London Borough of Newham,15/12/2020,Approved,All Other,"Application for a lawful development certificate for the existing use of self-contained unit on the ground floor "Flat 2" at 4 Norwich Road, Forest Gate, London, E7 9JH.",,4,Norwich Road,Forest Gate,E7 9JH,,,,,1,0,1,,,Approved,09/02/2021,,,
20/00376/FULL,Westminster,21/01/2020,Approved,All Other,"Demolition of existing mews house and lowering of existing floor level, to form an enlarged three bedroom mews house (Classs C3) including pitched roof to the front with flat roof addition at the rear with rooflights, and installation of heat pump within courtyard area.",,40,Devonshire Mews West,,W1G 6QJ,,,,,1,1,0,,,Approved,06/10/2020,,,
20/07770/FULL,Westminster,04/12/2020,Approved,All Other,"Demolition of existing mansard and construction of a new sheer storey third floor with new mansard roof at fourth floor level and reconfiguration of existing building to provide 2 studio flats and 1x2 bed flat (Class C3) on the first to new fourth floors (accessed from 58 Brewer Street), extension at rear ground floor level to provide additional retail accommodation (Class E), installation of a new shopfront and new front and rear windows to the upper floors. Extension to the high level duct serving the restaurant within 58 Brewer Street and installation of associated cladding. (SITE INCLUDES 58 BREWER STREET)",,60,Brewer Street,,W1F 9TN,,,,,3,0,3,,,Approved,28/01/2021,,,
20/05736/FULL,Westminster,14/09/2020,Approved,All Other,"Amalgamation of three flats into a single family dwelling at lower ground, ground, first and second floor levels. Installation of two new rooflights at rear and side roof level, a new dormer window at rear roof level, new bi-folding doors to the rear lower ground floor level and metal railings to the front lightwell.",,66,Abbey Road,,NW8 0QH,,,,,1,3,-2,,,Approved,09/11/2020,,,
20/02824/CEU,Enfield Council,03/09/2020,Approved,All Other,Use of part of ground floor (side) of premises as a self contained flat.,,107,Princes Avenue,,N13 6HE,,,,,1,0,1,,,Approved,20/11/2020,,,
20/02716/CLE,London Borough of Newham,17/12/2020,Approved,All Other,Application for a Lawful Development Certificate for the existing use of two separate self-contained flats.,,287,Romford Road,Forest Gate,E7 9HJ,,,,,2,0,2,,,Approved,11/02/2021,,,
20/01990/CLE,London Borough of Newham,14/09/2020,Approved,All Other,Application for a Lawful Development Certificate for the existing use of C3 Residential dwelling with 2 no. flats comprising of 1 x 1 bedroom flat & 1 x 2 bedroom flat.,,2,Esk Road,Plaistow,E13 8LJ,,,,,2,1,1,,,Approved,09/11/2020,,,
20/AP/0420,London Borough of Southwark,02/03/2020,Approved,All Other,Certificate of lawfulness (existing) as residential accommodation (two bedroom ground floor unit).,Flat 2,47,Southampton Way,,SE5 7SW,,,,,1,0,1,,,Approved,23/04/2020,,,
20/02398/CLE,London Borough of Newham,19/11/2020,Approved,All Other,Application for a lawful development certificate for the existing use of 2 flats (10 and 10A Sandford Road).,,10A,Sandford Road,East Ham,E6 3QJ,,,,,2,0,2,,,Approved,14/01/2021,,,
20/02500/PAR2R,Royal Borough of Kingston (LA Code),05/10/2020,Approved,Prior Approval,Part change of use from shop with ancillary space at first floor (Class A1) to dwelling (Class C3) at rear ground floor and first floor level.,,79,Brighton Road,,KT6 5NF,,,,,1,0,1,,,Approved,30/11/2020,,,https://publicaccess.kingston.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QHSAL9NH00H00
20/01114/PAR2R,Royal Borough of Kingston (LA Code),14/05/2020,Approved,Prior Approval,Change of use from Retail (Class A1) to Dwellinghouse (Class C3),,139,Kings Road,,KT2 5JE,,,,,1,0,1,,,Approved,09/07/2020,,,https://publicaccess.kingston.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QAIW49NH04300
20/02360/CEU,Royal Borough of Kingston (LA Code),22/09/2020,Approved,All Other,Use of ancillary accommodation to Holy Cross Preparatory School,Coombe Ridge Lodge,,George Road,,KT2 7NU,,,,,1,0,1,,,Approved,23/12/2020,,,https://publicaccess.kingston.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QH2F3NNHHWU00
20/01609/PAO2R,Royal Borough of Kingston (LA Code),06/07/2020,Approved,Prior Approval,Change of use from Office (Use Class B1(a) ground and first floors) into 1x three-bedroom dwellinghouse (Use Class C3),,5,Bridle Close,,KT1 2JW,,,,,1,0,1,,,Approved,01/09/2020,,,https://publicaccess.kingston.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QD5K63NH04300
20/02451/PAR2R,Royal Borough of Kingston (LA Code),30/09/2020,Approved,Prior Approval,Part Change of use from Retail (Class A1) at first floor level to 2no.x 1 bedroom flats (Class C3) and installation of new self contained staircase at ground floor level to serve the 2 flats.,73 Victoria RoadSurbitonKT6 4NS,73,Victoria Road,,KT6 4NR,,,,,2,0,2,,,Approved,25/11/2020,,,https://publicaccess.kingston.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QHIO2GNH04300
20/03003/GPDO,London Borough of Croydon,10/07/2020,Approved,Prior Approval,"Alterations, Use of part of first floor as 4 Dwellings (C3 Use Class).",Ambassador House Brigstock Road Thornton Heath CR7 7YL,,,,CR7 7YL,,,,,4,0,4,,,Approved,27/08/2020,,,
20/01975/CLE,London Borough of Newham,22/09/2020,Approved,All Other,Application for a Lawful Development Certificate for the existing use of four additional self contained flats.,Star House 30 Snowshill Road Manor Park London E12 6BF,,,,E12 6BF,,,,,4,0,4,,,Approved,16/11/2020,,,
20/01650/CPU,Royal Borough of Kingston (LA Code),13/07/2020,Approved,All Other,"Proposed completion of the development comprising "the demolition and redevelopment of Eden Walk Shopping Centre, including Millennium House and Neville House to provide a mixed use development consisting of retail units and kiosks (Use Classes A1 -A5), leisure including a cinema (Use Class D2), media screens, offices (Use Class B1a) and residential (Use Class C3); plant (including CHP); public and residential car parking; formation of new access for residential basement car parking, refurbishment of the existing multi-storey car park including new access ramp, extension of basement; public realm works including pedestrian routes and public spaces, improvements to Memorial Gardens, and associated works", as authorised by Planning Permission ref.15/13063/FUL.",Site At Eden Walk Shopping Centre,,Eden Walk,,KT1 1RP,,,,,380,0,380,,,Approved,15/09/2020,,,https://publicaccess.kingston.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QDEXTGNHH0I00
19/05523/FULL,Westminster,15/07/2019,Approved,All Other,"Demolition of three storey office building with integral garage and basement and construction of two single family dwellinghouses comprising basement, lower ground, ground and three upper floors with integral garages.",42-43 Chagford Street London NW1 6EB,,,,NW1 6EB,,,,,2,0,2,,,Approved,18/12/2020,,,
20/00685/FULL,Westminster,26/06/2020,Approved,All Other,"Erection of a roof extension to provide two additional residential units and lift overruns, creation of two parking spaces, installation of associated plant equipment, green roofs and PV panels.",Grove End Gardens 33 Grove End Road London NW8 9LL,,,,NW8 9LL,,,,,2,0,2,,,Approved,02/03/2021,,,
20/05262/FULL,Westminster,19/08/2020,Approved,All Other,Erection of mansard roof extensions to facilitate the provision of 2no. self-contained dwelling units and associated internal alterations (Site includes Russell House and 51-53 Allitsen Road).,"Russell House, Eamont Street And 51-53 Allitsen Road London NW8 7DD",,,,NW8 7DD,,,,,2,0,2,,,Approved,26/02/2021,,,
20/06143/CLEUD,Westminster,01/10/2020,Approved,All Other,Use of the first and second floors as a residential maisonette ( known as 27b Aberdeen Place),First Floor Flat B27 Aberdeen PlaceLondonNW8 8JR,,,,,,,,,1,0,1,,,Approved,25/11/2020,,,
17/3059,Brent,,Approved,All Other,"Outline planning permission for demolition of existing buildings on site and provision of up to 85,000 sqm (Gross External Area, GEA) of new land use floorspace (across 1.679 ha) within a series of buildings, with the maximum quantum as follows: A1-A4 Retail and/or B1 Office and/or D1 (Non-Residential Institutions) and/or D2 Leisure and Assembly: up to 6,600 sqm; and C3 Residential: up to 78,400 sqm gross (approximately 995 units); No occupied residential accommodation will be at ground level or below. The development will also provide associated open space and landscaping; car parking spaces and cycle storage; pedestrian, cycle and vehicle access; associated highway works; and associated infrastructure including water attenuation tanks, and the diversion of any utilities and services to accommodate the development. Internal plant, refuse, cycle stores, residential lobbies, circulation and other ancillary space will comprise a maximum of 10,000 sqm gross external in addition to the 85,000 sqm total set out above. Subject to a Deed of Agreement dated 27 January 2021 under Section 106 of Town and Country Planning Act 1990, as amended.",Stadium Retail Park,128,Wembley Park Drive,,HA9,,,,,995,0,995,,,Approved,01/02/2021,,,
20/02065/COU,London Borough of Newham,01/10/2020,Approved,All Other,Retrospective change of use from Residential (C3) to House in Multiple Occupation (HMO) (C4). (Application site affects the setting of a Grade II Listed Building).,,128E,Barking Road,Canning Town,E16 1EN,,,,,1,1,0,,,Approved,26/11/2020,,,
20/07487/FULL,Westminster,23/11/2020,Approved,All Other,Installation of two new windows on the side wall at first and second floor levels and removal of redundant pipework to the rear side wall in connection with the amalgamation of a one bedroom first floor flat and two bedroom second floor flat to provide a three bedroom maisonette (First and Second Floor Flat).,"First Floor, Second Floor 18 Ennismore GardensLondonSW7 1AA",,,,,,,,,1,2,-1,,,Approved,18/01/2021,,,
21/00248/FULL,Westminster,15/01/2021,Approved,All Other,"Demolition of existing single dwelling house and construction of new house on basement, lower ground, ground, first, second and third floors and associated plant.",,101,Hamilton Terrace,,NW8 9QY,,,,,1,1,0,,,Approved,18/03/2021,,,
21/AP/0296,London Borough of Southwark,29/01/2021,Approved,All Other,Certificate of lawful development (proposed) for the conversion of flats to a single family dwelling house,,29,Elsie Road,,,,,,,1,2,-1,,,Approved,23/03/2021,,,
